FASTEST,3141,22.22222222222222,3.779999,0.461389736355
FASTEST,3204,22.908863920099876,3.299999,0.280229862673
FASTEST,3179,21.516200062912866,2.58,0.158378718026
GAME,1540,45.45454545454545,4.800001,0.3867676275
GAME,1538,45.18855656697009,2.819999,0.204201935019
GAME,1546,44.825355756791716,2.940001,0.156784081058
NORMAL,168,97.61904761904762,2.520001,0.13744669048
NORMAL,166,98.19277108433735,1.800002,0.121692990354
NORMAL,165,98.7878787878788,2.52,0.223639853841
UI,503,89.66202783300199,3.479999,0.168710703413
UI,509,90.96267190569745,4.859999,0.642397134615
UI,516,94.57364341085271,3.18,0.249435855332
