30 seconds,1584,-29.640001,2.94,0.20339453606
30 seconds,1592,-27.84,2.759998,0.182896841647
30 seconds,1592,-27.48,3.72,0.217613519202
300 seconds,16094,-28.500002,3.480004,0.121607084269
300 seconds,16126,-28.560001,3.060002,0.12076039362
300 seconds,16134,-29.640001,3.779999,0.160538495578
